Date,Pays,Filière,Valeur (TWh),
2018-09,Danemark,Fioul,0,1198422
2018-10,Danemark,Fioul,0,13917
2018-11,Danemark,Fioul,0,180192
2018-12,Danemark,Fioul,0,226286
2019-01,Danemark,Fioul,0,284134
2019-02,Danemark,Fioul,0,2023296
2019-03,Danemark,Fioul,0,2521475
2019-04,Danemark,Fioul,0,2018213
2019-05,Danemark,Fioul,0,2292639
2019-06,Danemark,Fioul,0,1726386
2019-07,Danemark,Fioul,0,2074146
2019-08,Danemark,Fioul,0,254607
2019-09,Danemark,Fioul,0,2589381
2019-10,Danemark,Fioul,0,1801954
2019-11,Danemark,Fioul,0,2118516
2019-12,Danemark,Fioul,0,2042031
2020-01,Danemark,Fioul,0,2235415
2020-02,Danemark,Fioul,0,2083717
2020-03,Danemark,Fioul,0,24222
2020-04,Danemark,Fioul,0,215453
2020-05,Danemark,Fioul,0,1902949
2020-06,Danemark,Fioul,0,1785774
2020-07,Danemark,Fioul,0,1422413
2020-08,Danemark,Fioul,0,1802894
2020-09,Danemark,Fioul,0,1823225
2020-10,Danemark,Fioul,0,1893243
2020-11,Danemark,Fioul,0,238545
2020-12,Danemark,Fioul,0,2922269
2021-01,Danemark,Fioul,0,3449317
2021-02,Danemark,Fioul,0,334114
2021-03,Danemark,Fioul,0,3723023
2021-04,Danemark,Fioul,0,3662912
2021-05,Danemark,Fioul,0,3817623
2021-06,Danemark,Fioul,0,2304728
2021-07,Danemark,Fioul,0,1780546
2021-08,Danemark,Fioul,0,1507344
2021-09,Danemark,Fioul,0,1806406
2021-10,Danemark,Fioul,0,3129609
2021-11,Danemark,Fioul,0,3452479
2021-12,Danemark,Fioul,0,3756133
2022-01,Danemark,Fioul,0,3411371
2022-02,Danemark,Fioul,0,2987692
2022-03,Danemark,Fioul,0,3243075
2022-04,Danemark,Fioul,0,2319708
2022-05,Danemark,Fioul,0,2579609
2022-06,Danemark,Fioul,0,2165575
2022-07,Danemark,Fioul,0,1685786
2022-08,Danemark,Fioul,0,2509075
2022-09,Danemark,Fioul,0,1994753
2022-10,Danemark,Fioul,0,2729106
2022-11,Danemark,Fioul,0,2747926
2022-12,Danemark,Fioul,0,3343914
2023-01,Danemark,Fioul,0,3438929
2023-02,Danemark,Fioul,0,2913656
2023-03,Danemark,Fioul,0,3094437
2023-04,Danemark,Fioul,0,2836885
2023-05,Danemark,Fioul,0,2128049
2023-06,Danemark,Fioul,0,1842451
2023-07,Danemark,Fioul,0,1784969
2023-08,Danemark,Fioul,0,2186007
2023-09,Danemark,Fioul,0,1916956
2023-10,Danemark,Fioul,0,2459628
2023-11,Danemark,Fioul,0,3229127
2023-12,Danemark,Fioul,0,4547348
2024-01,Danemark,Fioul,0,549523
2024-02,Danemark,Fioul,0,4849629
2024-03,Danemark,Fioul,0,4654733
2024-04,Danemark,Fioul,0,2767534
2024-05,Danemark,Fioul,0,1723903
2024-06,Danemark,Fioul,0,157628
2024-07,Danemark,Fioul,0,1779312
2024-08,Danemark,Fioul,0,1915701
2024-09,Danemark,Fioul,0,1648089
2024-10,Danemark,Fioul,0,35104
2024-11,Danemark,Fioul,0,3179227
2024-12,Danemark,Fioul,0,3068952
2025-01,Danemark,Fioul,0,3308201
2025-02,Danemark,Fioul,0,2850668
2025-03,Danemark,Fioul,0,2718403
2025-04,Danemark,Fioul,0,2476497
2025-05,Danemark,Fioul,0,227651025
2025-06,Danemark,Fioul,0,17235835
2025-07,Danemark,Fioul,0,199099725
2025-08,Danemark,Fioul,0,2141733
2025-09,Danemark,Fioul,0,1972637
2025-10,Danemark,Fioul,0,2837447
2025-11,Danemark,Fioul,0,3620389
2016-01,Danemark,Gaz,0,64124002
2016-02,Danemark,Gaz,0,4277032
2016-03,Danemark,Gaz,0,49679434
2016-04,Danemark,Gaz,0,43410955
2016-05,Danemark,Gaz,0,20686867
2016-06,Danemark,Gaz,0,18212487
2016-07,Danemark,Gaz,0,13269983
2016-08,Danemark,Gaz,0,13191835
2016-09,Danemark,Gaz,0,11226054
2016-10,Danemark,Gaz,0,41873273
2016-11,Danemark,Gaz,0,55408135
2016-12,Danemark,Gaz,0,54582694
2017-01,Danemark,Gaz,0,2942622
2017-02,Danemark,Gaz,0,22556092
2017-03,Danemark,Gaz,0,2584834
2017-04,Danemark,Gaz,0,17217128
2017-05,Danemark,Gaz,0,10217172
2017-06,Danemark,Gaz,0,6230576
2017-07,Danemark,Gaz,0,7771936
2017-08,Danemark,Gaz,0,8929452
2017-09,Danemark,Gaz,0,11772328
2017-10,Danemark,Gaz,0,15850143
2017-11,Danemark,Gaz,0,24428504
2017-12,Danemark,Gaz,0,281603
2018-01,Danemark,Gaz,0,39171316
2018-02,Danemark,Gaz,0,41215884
2018-03,Danemark,Gaz,0,35349608
2018-04,Danemark,Gaz,0,22031128
2018-05,Danemark,Gaz,0,13273677
2018-06,Danemark,Gaz,0,1110512
2018-07,Danemark,Gaz,0,11134109
2018-08,Danemark,Gaz,0,12847215
2018-09,Danemark,Gaz,0,14844186
2018-10,Danemark,Gaz,0,20841863
2018-11,Danemark,Gaz,0,28852916
2018-12,Danemark,Gaz,0,33708136
2019-01,Danemark,Gaz,0,39039979
2019-02,Danemark,Gaz,0,30758417
2019-03,Danemark,Gaz,0,27374419
2019-04,Danemark,Gaz,0,17313526
2019-05,Danemark,Gaz,0,1471879
2019-06,Danemark,Gaz,0,10334752
2019-07,Danemark,Gaz,0,13195533
2019-08,Danemark,Gaz,0,15696186
2019-09,Danemark,Gaz,0,15741641
2019-10,Danemark,Gaz,0,21947809
2019-11,Danemark,Gaz,0,28502726
2019-12,Danemark,Gaz,0,27201087
2020-01,Danemark,Gaz,0,22728206
2020-02,Danemark,Gaz,0,17537402
2020-03,Danemark,Gaz,0,18696015
2020-04,Danemark,Gaz,0,1390502
2020-05,Danemark,Gaz,0,13097408
2020-06,Danemark,Gaz,0,9911272
2020-07,Danemark,Gaz,0,9119916
2020-08,Danemark,Gaz,0,8283117
2020-09,Danemark,Gaz,0,10904828
2020-10,Danemark,Gaz,0,14036299
2020-11,Danemark,Gaz,0,1733922
2020-12,Danemark,Gaz,0,27034675
2021-01,Danemark,Gaz,0,37610819
2021-02,Danemark,Gaz,0,3355826
2021-03,Danemark,Gaz,0,28447847
2021-04,Danemark,Gaz,0,22964736
2021-05,Danemark,Gaz,0,2189637
2021-06,Danemark,Gaz,0,12419337
2021-07,Danemark,Gaz,0,9837809
2021-08,Danemark,Gaz,0,10073866
2021-09,Danemark,Gaz,0,11664255
2021-10,Danemark,Gaz,0,17684082
2021-11,Danemark,Gaz,0,25036876
2021-12,Danemark,Gaz,0,30942145
2022-01,Danemark,Gaz,0,27344752
2022-02,Danemark,Gaz,0,2015518
2022-03,Danemark,Gaz,0,24299209
2022-04,Danemark,Gaz,0,16323153
2022-05,Danemark,Gaz,0,14148141
2022-06,Danemark,Gaz,0,11694944
2022-07,Danemark,Gaz,0,10140435
2022-08,Danemark,Gaz,0,10236151
2022-09,Danemark,Gaz,0,1182924
2022-10,Danemark,Gaz,0,16983647
